eval_step,val_iou,val_hau,val_dice,val_acc,val_lm,val_pres,val_ty
0.0,,12.226616416789579,0.05029171215493053,0.6672393543984048,0.02462602961022009,0.3447052165831073,0.9781249788970121
1.0,,9.760012510615837,0.044816975918342994,0.8654357973867268,0.028323519226669456,0.10310959108900328,0.9775764178649026
2.0,,7.522969197384126,0.02417637353320268,0.9580054870478045,0.04042404186810757,0.021860117690830072,0.9775885042427539
3.0,,6.381053700549422,0.0023072426463304073,0.9750180493316968,0.003380678092893299,0.0018838411958180487,0.977102719950543
4.0,,6.741631513887798,0.005806653839164974,0.9652755832871215,0.008968772969927645,0.005394796715625503,0.9770001100244896
5.0,,8.108168622629353,0.03218374998290034,0.9156859523319251,0.025781265150754577,0.06497397507205861,0.9773718087510068
6.0,,8.854050542255012,0.018927107109992458,0.9017821692225827,0.014896156948094631,0.0416757159520433,0.9764097550775725
7.0,,6.493483558149754,0.012608177348101608,0.9449214417650703,0.011659642519013066,0.01886071705310347,0.9767857150517847
8.0,,6.431866261767905,0.0174544718481607,0.9484177113574829,0.017870124175975846,0.024108117212996272,0.9770114139104131
9.0,,6.381082308034888,0.005778254352201346,0.9680595318310444,0.009429170790088558,0.005742139594325788,0.9770415880081023
10.0,,6.347136576038409,0.009781917669422635,0.9630303432647768,0.01924499682777457,0.007604506639198483,0.9770522648204031
11.0,,6.843065416554866,0.008843495944566855,0.9592024259626989,0.010235205192318029,0.009581310177840483,0.9769689364462335
12.0,,6.393256210943305,0.013786445225909374,0.9485536706721358,0.012124657425392968,0.023249393232542943,0.9769075493245896
13.0,,9.365901658454744,0.01764261557744403,0.8904317644792209,0.013225257160550915,0.03793337883959699,0.9761672689583923
14.0,,6.428169421463389,0.011783002985831749,0.9608145695887427,0.012275667471903763,0.014583190721893695,0.9771096822401533
15.0,,8.784152990170977,0.02797658112884281,0.89997745904146,0.022808228401226566,0.054679938530433306,0.9767702161167645
16.0,,7.5728790272054205,0.018004906519045884,0.9352978923375521,0.016209464941659733,0.024302403893597564,0.9768472207630163
17.0,,6.555208221745475,0.010344196106495753,0.9584404421748596,0.01031338264195452,0.014314229865146015,0.9769952137002734
18.0,,6.3784191065060005,0.008874745138015595,0.9626909228107873,0.00984058835353275,0.011120386071217325,0.9770134684505039
19.0,,6.471622501980259,0.003971219207386009,0.9686781658260208,0.006707885206890181,0.003475114781881301,0.9770128017837605
20.0,,6.859160731885933,0.01772304672573443,0.9367794283745432,0.014508501739727994,0.0319412454106368,0.9768664510093773
21.0,,7.503338521559807,0.027583473253041765,0.9145345667956516,0.021766956963745244,0.060222208273413354,0.9771018362354087
22.0,,6.506364559882188,0.004446200203262375,0.9574686898567979,0.005690380201751942,0.0036468255656960484,0.9767805240044546
23.0,,6.475210002565737,0.012399885289187387,0.9557178154867725,0.01233470283117666,0.018643851534375297,0.9770232650083345
24.0,,6.428185175498576,0.006630316890861443,0.9642524480321959,0.00874686152706677,0.005452567418502563,0.976990212699689
25.0,,6.536120655702659,0.0033756958366365814,0.9662245907713823,0.006050069429142663,0.0024983970969151155,0.976964359466989
26.0,,6.685561567114357,0.004066263614522277,0.9662464436509165,0.007506536451596249,0.002962031169655682,0.9769911327160439
27.0,,6.408467986553498,0.003892995273962741,0.9632090845287218,0.00602317582572825,0.002773883206232701,0.9768932367901705
28.0,,6.6838163448930095,0.01112887325356811,0.9467345936562173,0.008947419111956678,0.018130576476840386,0.9768013201149562
29.0,,7.810188068982576,0.010344736790168861,0.9273317213596032,0.0077269031926377775,0.018669101092198336,0.9763981510927786
30.0,,6.5799907458706475,0.01276832841133538,0.9557341573631588,0.014840010620280628,0.012500110342981093,0.9770069105995443
31.0,,6.884524556658302,0.012347767348328705,0.9415370805776193,0.012395494656389564,0.015221500889118996,0.9767276482780554
32.0,,6.478919744237805,0.0063211583491998525,0.9622854021745334,0.008672931168100091,0.005185741141009569,0.9769434802138794
33.0,,7.4958744293113835,0.01797934679743236,0.9259737209885502,0.016477721974572677,0.023152497914157324,0.9766576031285564
34.0,,6.981429727764849,0.007481309208617454,0.9546047839839671,0.009318232657035998,0.006759910607741173,0.9768362557288255
35.0,,7.434090502766047,0.010793712680455607,0.9514922777148028,0.013651900427344184,0.01025541179808739,0.9768840579671291
36.0,,6.1600129607062115,0.01015364688515052,0.963106860198656,0.021871513613414557,0.007310004815465009,0.9770535681890057
37.0,,8.077439928617803,0.023202119429983504,0.9371779089431921,0.023718796896200534,0.02375235617614022,0.9770443429231491
38.0,,7.1793627519214045,0.007350925211525399,0.9533267727973316,0.008639404981405115,0.0061797205493109705,0.9767660164601466
39.0,,7.851904550950175,0.008629159894805116,0.9461486434140135,0.012925461111859698,0.0061175259609196385,0.9767444235085849
40.0,,8.26657118033303,0.0248500701112342,0.9151119479057932,0.0198872860201721,0.033279041102063985,0.9768065986762584
41.0,,8.289205320666056,0.030446767604005366,0.914707255512787,0.02381907689751523,0.045814531868256535,0.9771256489928511
42.0,,8.239631534135679,0.012906963054505258,0.936457496595283,0.011120986004504138,0.015486262131985238,0.9766447025664655
43.0,,7.1969206099837635,0.01307186596325304,0.9472065330298309,0.01516368905312994,0.01157453373196048,0.976859723553478
44.0,,6.766514105347135,0.013232440238066915,0.9503215240287382,0.016596323318253333,0.012410142974604091,0.9769163999707815
45.0,,8.420061928286113,0.020936535688088776,0.9264410413132828,0.019090113905934437,0.0242265835665242,0.9767900175159823
46.0,,6.445483530467001,0.01041227420698305,0.957671577596963,0.01699246640919754,0.007495285263210744,0.9769797043089653
47.0,,6.930670907641324,0.009537906467594075,0.9563813020391603,0.01420602084415618,0.007319870514915447,0.9769076081913827
48.0,,7.342806671166533,0.012336359321844497,0.95043005574969,0.019097699248167115,0.010419764385338816,0.9769043112669176
49.0,,6.801104929990193,0.011896346282696674,0.953345790536518,0.016097350583744882,0.009771236130633017,0.9769262472353741
50.0,,6.605094734513681,0.008805332536610486,0.9546284526275443,0.013490194050916804,0.006503868702807125,0.9768681702725387
51.0,,6.543315289802876,0.005149065630681061,0.9640971205677517,0.00989114810682637,0.003301332694849645,0.9769491532041713
52.0,,7.431366902646592,0.008805847038014816,0.9583628421536566,0.022139061994162976,0.006364304886966232,0.9769388287990847
53.0,,8.857128644282737,0.017415316847187695,0.9351932788442718,0.021232013615822286,0.014883076834195747,0.9767895733416384
54.0,,6.908374642303566,0.018295273205075506,0.9492839900835072,0.023521526035737463,0.01675629977722965,0.977036029548411
55.0,,7.073453143450328,0.017429541562951623,0.9500522175512134,0.01995423066089077,0.01616523030148696,0.9769858203838319
56.0,,6.840457809540079,0.004912740028390948,0.9592549875534152,0.0075248289952078275,0.0036203384286914502,0.9768323297586496
57.0,,8.014140596513373,0.01660371338175783,0.9446306009631066,0.023145077398903473,0.014538034946813522,0.9769245984207594
58.0,,7.639222551365654,0.01115773870936912,0.957016023066447,0.022952433398155284,0.008116846837555208,0.9769754357935337
59.0,,8.311513908705097,0.024293458040237127,0.9359333778970673,0.02441286157135213,0.025749157837104252,0.9770508756727673
60.0,,6.70396483995696,0.009789766363336836,0.9618952996048896,0.02082884649089723,0.00695802967949728,0.97702517628336
61.0,,7.24139475749121,0.01276901233057187,0.9556815320614234,0.01963992939104699,0.011455350821272326,0.9769734440044759
62.0,,8.047199989612817,0.008984333298180228,0.9546530132253881,0.017239972420075765,0.0064790855189303595,0.9768947113544487
63.0,,6.710603060743738,0.006652838062029951,0.9638003546410163,0.015375140846486323,0.004267434133119939,0.9769775694118452
64.0,,7.40349200226634,0.020190101808676173,0.9427106694040317,0.02223468253420007,0.02085323712190241,0.9770247382204711
65.0,,7.885746629938324,0.019646083673881223,0.9395569739610515,0.02027991453236932,0.020202078098175928,0.9769379636368648
66.0,,8.510337742392002,0.012198136331975836,0.9427255140714704,0.012738578759070907,0.01217744768371006,0.9767285120045358
67.0,,7.4730510282010485,0.012936262676345268,0.949627073921092,0.01897079929197254,0.01068322377791652,0.9769049312903273
68.0,,7.919204438143965,0.012213164730665695,0.9484109898449732,0.01369038495061665,0.011412365409822564,0.976842239317334
69.0,,7.44864022365869,0.016723613390015303,0.9483637481243474,0.022046726673197684,0.016155861787993837,0.9769895370857524
70.0,,6.668131111245031,0.009541997823123514,0.9582875357291394,0.015349449782689132,0.00756156158740814,0.9769371572356634
71.0,,7.455224699771771,0.018264052598721863,0.9501542826037316,0.031301111237983376,0.015782581529363706,0.9771052239864085
72.0,,7.601320345802169,0.012110611954626645,0.9528993992815434,0.018047200619265718,0.010544447095870666,0.9769535635567965
73.0,,7.777197597490011,0.012999334452202874,0.9459867855701166,0.014395268276983087,0.012908377100511674,0.9768189802145698
74.0,,7.763007168106322,0.010921126604536726,0.9539127230395353,0.016488603339941094,0.009266754251585551,0.9769142462787617
75.0,,7.767461732840888,0.010758199808549505,0.9530151940586671,0.017792281441419904,0.00878427705814808,0.9769143259581499
76.0,,7.712918971195217,0.015924205920483752,0.9478666110426995,0.019075242795693767,0.015609030252153518,0.9769659213590518
77.0,,7.280915466875528,0.012518775892312449,0.957094897308031,0.017757854753149137,0.010268872965340384,0.9769922478436407
78.0,,7.7427233991575815,0.008811977845249803,0.9573622605994747,0.01458099388826797,0.0069085131977657,0.9769229117321244
79.0,,7.675454991540138,0.014829234916641119,0.9500387108151748,0.016150323358584587,0.014144159024409157,0.976929764342569
80.0,,8.137804625220916,0.019991983247826573,0.9383964777490539,0.0202720806127887,0.022932252365797566,0.9769818116822477
81.0,,8.389357336479138,0.023844769857551486,0.9229030410033924,0.019594681227050957,0.031018278354382558,0.9768691604835655
82.0,,7.819368243830649,0.008988365935220823,0.9575196905275475,0.012479500629398552,0.00712006408496222,0.9769019196707431
83.0,,7.020994715872073,0.016445218321244577,0.9534353682293024,0.018981760475298242,0.016214292429542122,0.977057106095549
84.0,,7.892084261057434,0.01711004033444775,0.9393303220107808,0.018700808725516584,0.017891416788244966,0.9768833611984435
85.0,,7.03993504531754,0.01080216017046271,0.9582803363839867,0.015709101680500676,0.008455801508062794,0.9769579738369599
86.0,,7.421098430850389,0.014898901028381458,0.9525954021541458,0.01651794075147997,0.01441088078581612,0.9769923350254673
87.0,,7.660257027524898,0.013174010006746563,0.9543728440191153,0.015959750876468438,0.012132917489945575,0.9769627050914991
88.0,,6.931957656802319,0.011142920071310418,0.9588816728372911,0.015348916203935688,0.0088068021897069,0.9769841687179416
89.0,,6.90297193468231,0.00829533896833036,0.9590791769963465,0.011897438554216726,0.0061694824749456804,0.9769152741940269
90.0,,6.87858916286579,0.008110425645446798,0.9642512693783435,0.01589192268536483,0.0055722497969105805,0.9770237056239935
91.0,,7.212464352067335,0.007613794707620703,0.9585253052522343,0.011407867861063126,0.005945942781346916,0.9768778024666864
92.0,,6.621762964607506,0.010000250772545004,0.9606730037044133,0.016453034665717074,0.007449719492927241,0.9770026229700152
93.0,,7.201948735922454,0.007629375796989043,0.9616918384655532,0.013450804251916224,0.00540952843081382,0.9769535337097613
94.0,,6.742412128572181,0.009181659224385933,0.9605673071238092,0.013210827785545111,0.007186614520537793,0.9769499034607271
95.0,,6.761244636899928,0.006160058492949315,0.9657771482845935,0.011621502253514326,0.004127367974120757,0.9769816988866739
96.0,,6.5526448808787565,0.01031692449931464,0.9633036635365017,0.018042957367072343,0.007899515021374566,0.9770373344515978
97.0,,7.035894259074569,0.008828465939893278,0.9611195860924451,0.013938516286250069,0.006509384312461873,0.9769796631769835
98.0,,6.73118453908789,0.010397735369710049,0.9606077317653965,0.014493528085905271,0.008800276448352866,0.976984727392834
99.0,,6.53702860494814,0.003338388432205131,0.9708476534467151,0.012329241075339562,0.0018617451680566202,0.9770444446682715
100.0,,6.552910694700665,0.01162718712113993,0.9597648986943828,0.017892256752200266,0.009581872678467666,0.9770292993781389
101.0,,6.43455092903874,0.009529764271838185,0.9630726792369355,0.015617564808381546,0.008516049952738148,0.9770142408974536
102.0,,7.144311364706411,0.014338030524471456,0.9513611604375978,0.0166485310376596,0.01416199804621465,0.9769541813712815
103.0,,6.706647358296822,0.009762520791527422,0.9593193038271463,0.013938890499129934,0.007561945698472435,0.9769523131270993
104.0,,7.236898770771405,0.006671257681594428,0.962743325123956,0.011054983627756459,0.004521217108714173,0.9769416643084187
105.0,,6.8873108629180715,0.008077636569598229,0.9613352797474392,0.011822723470969016,0.006155326598892516,0.9769440840302632
106.0,,6.726636360945765,0.011471753265618891,0.9579154633778868,0.015518003948661183,0.01231880324160483,0.9769687891487373
107.0,,6.948297307138952,0.0070748823740564735,0.9633432280793318,0.012978113399339762,0.004798438803180877,0.9769687454003975
108.0,,6.421531877745185,0.006809468219259475,0.9658017407379468,0.01522894094951037,0.004529729342905015,0.977008063375793
109.0,,6.386364734715159,0.00851360631733459,0.9661954748356765,0.01642443374089904,0.00563417250179133,0.9770629049766524
110.0,,6.597525517952572,0.008727603035056604,0.964029363898992,0.013962697137909432,0.006766280548675051,0.9770043953415269
111.0,,6.602844633278602,0.0063337652190918,0.96723820122896,0.012825391507467788,0.004281869528004385,0.9770207440162296
112.0,,7.137194482245626,0.01398055802271445,0.9567157211781543,0.017726947190149236,0.011810236530219452,0.9770246703831403
113.0,,6.478219916353473,0.007315119810951042,0.9651826607658369,0.012335566312828773,0.004973139569833559,0.9769991145034088
114.0,,6.454735294616679,0.007175678237430412,0.9677093442148355,0.014789597027788039,0.005903201535790373,0.9770428366503003
115.0,,6.920728398889155,0.006935891379165367,0.9613216137338529,0.00984708798028518,0.006744220291625077,0.9768937166349355
116.0,,6.661752335474765,0.0061905019053039535,0.9649365132437369,0.010755898037169434,0.005909392770587818,0.9769456013566356
117.0,,6.687447157016336,0.008185358446190522,0.9660325339044558,0.013568185330084631,0.007505264866396644,0.9770127096109201
118.0,,7.153374492400406,0.007907891658040298,0.9605948302840389,0.01084232437827334,0.007069155035449964,0.9769127371321433
119.0,,6.631250077165462,0.0048246312546629125,0.967169584461443,0.011207656553526072,0.004062722274771519,0.9769890939707341
120.0,,6.743837447531535,0.005367429643091166,0.9655870664592574,0.009616068738053407,0.004657752202892278,0.9769619122826664
121.0,,6.878197389950207,0.0062371802713884015,0.9637488761376238,0.009989190359662467,0.006192022022422536,0.9769207028503426
122.0,,6.9144099853953565,0.007294090352009977,0.966477810216597,0.013643250748209632,0.005345332033508891,0.9770314316927028
123.0,,6.548334606381791,0.0031637611712710336,0.9714635478678724,0.010682119273393888,0.0017567122280604675,0.9770364262753549
124.0,,6.475589585188749,0.007366026797499134,0.9681297413740376,0.016326372823221566,0.005116183382869304,0.9770713764636807
125.0,,6.559059842654865,0.007524845789912689,0.966558563933243,0.013450662121694372,0.005902305036479054,0.9770310165082886
126.0,,6.699670168739656,0.005198313082912093,0.9688141569961833,0.01190173983003514,0.0034432723973418142,0.977013823080957
127.0,,6.297754656542024,0.009788291278062874,0.9698766019498629,0.023445845744465916,0.006945411738747334,0.9771421059951503
128.0,,6.379386824303153,0.005238365205363748,0.9694946543906575,0.012513016352398654,0.00307989578592729,0.9770465825695819
129.0,,6.3528815591842545,0.005522431034705104,0.9698280541533467,0.013486543146061975,0.003430755899926802,0.9770478162839957
130.0,,6.7222220728981465,0.009045667007377075,0.9650729185355231,0.015492793710754725,0.006608744432900723,0.9770418237730248
131.0,,6.504218437801586,0.006046889536296866,0.968537906017582,0.01176274526769287,0.003860974989640907,0.9770427579911973
132.0,,6.618799846744117,0.006327778741667296,0.9679921892839084,0.011243951575901747,0.004377040529569165,0.977034193092989
133.0,,6.400660649386116,0.006566693277095056,0.9695072373169199,0.014083410756409462,0.004459845573999888,0.9770705918435914
134.0,,6.719095261380381,0.008332878907001596,0.9656678838869225,0.01423657189087904,0.0060261345734028355,0.9770145154646472
135.0,,6.590168009408948,0.009063285179397211,0.9665642979249575,0.016462090294531568,0.006252096325439609,0.977078001375622
136.0,,6.4486794281196325,0.007081784119571677,0.9690290224079298,0.015563398234652769,0.005294955292998903,0.9770633214607322
137.0,,6.567605755561531,0.006642246703154609,0.9673600804084028,0.012714436524904374,0.004807434960552471,0.9770127072499829
138.0,,6.513364868980579,0.00756709950893445,0.9697586409980916,0.01825482543553741,0.00494802804240506,0.9770954695066211
139.0,,6.449804910328553,0.005492856219589897,0.9692240418372422,0.01162459168677689,0.003537084650277509,0.9770444313341119
140.0,,6.811959698475185,0.010379653591209728,0.9633981788332625,0.01469931432401417,0.008570576607728997,0.9770350115885834
141.0,,6.835036165408287,0.005142740802637321,0.9668851147613843,0.00921199091567638,0.003307485827720608,0.9769913422116546
142.0,,6.626117665222831,0.0046079870852679455,0.9690375596844826,0.010180149631724655,0.0027817342791871375,0.9770263588450264
143.0,,6.2879657220655005,0.004449202606874512,0.9703826267186684,0.013246405642589668,0.0026723905888273863,0.977060075256812
144.0,,6.313180861587051,0.009413959443426276,0.9665239369943892,0.01779022612880929,0.006647652356221601,0.977091085159841
145.0,,6.325696106331423,0.005956676244097581,0.9698126679422461,0.013376866115864703,0.003703473200180719,0.9770668610194428
146.0,,6.263229023486444,0.006432252588642116,0.9690543156824927,0.013974127761977645,0.003963572164309225,0.9770710180391398
147.0,,6.393727085378955,0.005964570998327076,0.9686034965116942,0.01192429436902748,0.004229700631122868,0.9770414666831
148.0,,6.363799334657726,0.00584338045667655,0.9681094175589606,0.013963249778847154,0.004343124342561475,0.9770427624427105
149.0,,6.388497952857847,0.010565832655162078,0.9657572385911403,0.017617574466632507,0.008097545503076465,0.9770811410230085
150.0,,6.388637103202114,0.004001941246333252,0.9703504526540481,0.010334648187313791,0.0025038763703117656,0.9770297774197026
151.0,,6.466373554502244,0.0042278380150973386,0.9708914866278215,0.013317656616370332,0.0028173414793895703,0.9770579693797582
152.0,,6.427941242314018,0.007703002579628666,0.9682201154545602,0.016219884774074378,0.0054832832475590725,0.9770678139221245
153.0,,6.64219695474882,0.0052182005705702,0.9680138510303854,0.010832047648461686,0.0033926242467321372,0.977017741640307
154.0,,6.4809473242675315,0.004733839231677859,0.9686679402074634,0.011048016796073642,0.002999657998312725,0.9770306174385691
155.0,,6.843854784958209,0.005566723026982518,0.9654276933451036,0.008568744255720708,0.005765005341697268,0.976939660393719
156.0,,6.461627662329356,0.005204173979838248,0.9682650317229905,0.010720945725006871,0.005006826144951994,0.9769945922064753
157.0,,6.44130282579107,0.005460121273680769,0.9670578034785196,0.011381357993202688,0.003836563697373754,0.9770115220842795
158.0,,6.456818276983818,0.007116235602569144,0.9657202543445816,0.012834867358944544,0.005121932055578574,0.9770076917996631
159.0,,6.603408083076607,0.0036766039793423816,0.9695420235333213,0.008559951314380225,0.002419444107324657,0.9770135735661553
160.0,,6.756808959739873,0.005540353500089254,0.9669401929373531,0.00918858889420497,0.003860967149757816,0.9770070030300795
161.0,,6.7667677806401425,0.005535449339047213,0.9668441167206255,0.009329861166448688,0.003959245904247143,0.9769974242400735
162.0,,6.444859343831184,0.007353178082739052,0.9670926215504305,0.013377387205681976,0.005336605821007254,0.9770489036807124
163.0,,6.610788790598973,0.004793574809200046,0.9690672490193599,0.011311006992154675,0.003131321893241492,0.9770333226961262
164.0,,6.428052991861934,0.0049455032041406015,0.9695102954458343,0.011104882799507429,0.003236379877008811,0.9770252344756459
165.0,,7.13051218276801,0.0023007064501728994,0.9691732641550592,0.006919085869146473,0.0015129724581560288,0.9769613954512979
166.0,,6.528383281472754,0.002381162589409178,0.9703960060326688,0.007539992349183167,0.0014258280774701094,0.9769898602895356
167.0,,6.310979572694058,0.005218692822180362,0.9683640705021038,0.012576331194727968,0.0043265236877351254,0.9769992136330354
168.0,,6.481815666370337,0.003850376002915708,0.9701622184482644,0.009704705733989193,0.0027732834602872593,0.9770081266156517
169.0,,6.299697721731658,0.0030901438486702648,0.9710499677877087,0.010505866590187244,0.0017635525856417428,0.9770381170938924
170.0,,6.357377695979083,0.004323016688168066,0.9700004243153868,0.010646734653748503,0.0028406540534572406,0.9770331468937452
171.0,,6.45299226858329,0.0030961685994386648,0.9706294113509589,0.007997566833918845,0.0019992583191880678,0.9770237432165857
172.0,,6.386976223848521,0.003970329416894849,0.969432982124217,0.009397056784691745,0.002601619361022625,0.9770142226043745
173.0,,6.6341410621568935,0.004389485323536802,0.9677716535914664,0.009345039999870415,0.0029073574997117886,0.9769842858884479
174.0,,6.587253651626362,0.0033549611143117,0.9694285860639026,0.007959160730232435,0.0020811477101871406,0.9769829663345508
175.0,,6.461273670015184,0.003341504599304533,0.9690121389878815,0.006365432071488298,0.002201555791482481,0.9769869329117903
176.0,,6.39663392208901,0.0026735992731132764,0.9717756362946893,0.007045635596737965,0.0015430777757383103,0.9770382842199553
177.0,,6.313693325885644,0.0036538796395480548,0.9699591395750423,0.009028441038016845,0.0023975054688634293,0.9770031743318675
178.0,,6.425372323631727,0.0017046090113956645,0.9708888744760404,0.0037826541586424563,0.0010711513417302036,0.9769889693254395
179.0,,6.24316232426618,0.0034978597442300516,0.9703951777894212,0.011398056963433099,0.002168651490882405,0.9770171833969012
180.0,,6.42444936798908,0.0024360704630446445,0.9708900531298928,0.006665470363538869,0.0014463609863693335,0.9770066207769814
181.0,,6.511622552957785,0.002061271247371612,0.9713309333817196,0.006780422764811494,0.0012329342269373315,0.9770050102104373
182.0,,6.487754081677558,0.0025926703567006916,0.970984886981749,0.006985358186904911,0.0016469200754584265,0.9770144042286009
183.0,,6.372661740259839,0.0019706835738509602,0.9726161757690174,0.008918054829970384,0.001200412864311397,0.9770309259971468
184.0,,6.274175697140009,0.0017352745617004838,0.9723331395668873,0.007194087099921615,0.0009856233864207512,0.9770331081126462
185.0,,6.3433260890868395,0.0019217423155174786,0.9701500177881164,0.0054828013339182765,0.000989300431882784,0.9769813536452142
186.0,,6.335596069376142,0.0030218479417802014,0.9724964627642222,0.01080345665234614,0.0017915941935838643,0.9770596005955962
187.0,,6.394872672540043,0.0015533084142970832,0.9734010318126955,0.006403137817152745,0.0007832717934725043,0.9770542801345188
188.0,,6.557815611813466,0.0034702774201677703,0.9697210196413425,0.01043648692493829,0.0021307369518141217,0.9770031310192958
189.0,,6.5772134178972355,0.0015467633682571225,0.9717537834151552,0.004519858909869328,0.0008746709419377657,0.9769995782004435
190.0,,6.402383485157007,0.0006898711619240989,0.9737911025268299,0.003451450751757054,0.00036317478754420397,0.977053922932405
191.0,,6.725386760977022,0.000829867011165499,0.972018184144213,0.0017740207160901055,0.0004658155871652611,0.9769947143624629
192.0,,6.668161944765351,0.002076401016798634,0.9707371148286631,0.003970793229274812,0.0012875203677815102,0.9769784888682722
193.0,,6.527296815658119,0.0010959652873612608,0.9723358154296874,0.003350501102210415,0.000607528302371648,0.9770175110548766
194.0,,6.578381483591175,0.0029316227904122322,0.9708133450629566,0.005979487957564588,0.001962055779379304,0.9770029538623145
195.0,,6.617204127885851,0.0019763318114529526,0.9707678872508643,0.0047003688825029534,0.001174900715502196,0.9769940284829243
196.0,,6.475104250221395,0.0017174736895901363,0.9724007688136089,0.00563957032990187,0.0008830428811410834,0.9770346471188528
197.0,,6.480144195241866,0.0016854725946359736,0.9712169225131294,0.004513725848270175,0.000905069892256854,0.9769980774575953
198.0,,6.50292631418854,0.0020740474830814046,0.9716231121150833,0.004799626419943404,0.0011614510309717074,0.9770065187169591
199.0,,6.604490939099791,0.0017672912784894171,0.9711059379179442,0.005404154171218031,0.0010297754371063267,0.9770043258642929
